sat_id,x_actual,y_actual,z_actual,x_predicted,y_predicted,z_predicted
1,-20810.17431915379,-12182.424952442549,6746.549771455389,-18565.518460935524,-12759.83584475959,7394.973157594693
1,-16202.25922876856,-13292.15856864564,7855.766102979886,-15688.279687915538,-13377.892699063656,7583.252504802069
1,-10666.2128879074,-13621.0023933789,8501.970368274518,-10652.216282302797,-13506.576129069612,8075.591790182869
1,-4192.237097884349,-12690.474299581492,8358.561941020927,-3596.9392030526697,-12519.152540550764,8109.190536638005
1,2861.668321496372,-9618.846408994585,6794.848998722468,4245.60331802435,-7225.239966961448,6290.438267836998
1,8520.48033592009,-3225.639856804192,2852.044341801145,9634.807784581053,2621.484177458617,-306.18185413911624
1,8523.357887052218,5021.695002253884,-2789.353864680504,8601.126419226479,5702.998950774204,-3131.608793145578
1,3616.95411586978,10882.2370343367,-7168.255820395247,3802.716273733645,11044.298832551358,-7116.627809205622
1,-2482.99233189797,13948.801967964951,-9724.950640556252,-2236.6484974456653,14188.205587636498,-9674.613381037956
1,-8340.568192768738,15205.850578645068,-11025.050740820772,-8140.071124685891,15453.923525298298,-11039.463321388333
1,-13597.68058057753,15311.158818822749,-11491.72085295164,-13137.062332206438,15702.488353569066,-11594.070182499245
1,-18182.972327735333,14642.684511658508,-11378.203910564758,-17900.079940779546,15066.732384335726,-11426.923065033609
1,-22100.418454716342,13429.304688220893,-10841.4008461238,-21803.799513667986,13776.328692521993,-11033.282335003425
1,-25371.82943492658,11819.97899839684,-9984.876701201309,-24804.431232436975,12023.87827897929,-10235.816182221402
1,-28019.77793520853,9918.476893120296,-8881.339217730834,-27740.893414655315,10286.080147553499,-9163.266739796602
1,-30062.32611730939,7801.813915876965,-7584.857200339178,-29820.940401748423,8214.417505435917,-7918.591973127482
1,-31511.444767561006,5530.795172076238,-6137.956153422516,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32372.56171870155,3156.569574714573,-4576.069762765368,-31850.329195470436,3791.4882847221966,-4913.243179241366
1,-32644.345606621333,725.1474104423272,-2930.61617361895,-32442.10245266869,1120.7606596347898,-3407.2416976234276
1,-32318.38280466734,-1719.0349475340356,-1231.415180197825,-31164.559790948588,-2422.17923448192,-1633.305537941964
1,-31378.58816630341,-4129.773872716422,491.0661958470418,-31224.22708877853,-3868.930535775264,143.06226335897213
1,-29800.25329866377,-6455.3224383515,2203.195652375336,-29643.130230288974,-6400.71950623307,1783.7426926187075
1,-27548.6745140083,-8633.345376971174,3864.8172028518015,-26952.778285233027,-8623.063010523836,3532.5800474136595
1,-24577.41327304645,-10583.231716859878,5424.105851989119,-22998.05962701507,-11075.609460167761,4910.589399025172
1,-20826.68672736815,-12193.11115568194,6808.775963553294,-17042.52846825911,-13033.471132381046,7941.543629680088
1,-16224.077279429652,-13295.92329977303,7909.598804581165,-15548.98445891006,-13328.63639435969,7611.562688279855
1,-10696.62081215992,-13621.53504766843,8546.617652805953,-10652.216282302797,-13506.576129069612,8075.591790182869
1,-4233.669319438405,-12694.952835556422,8394.524032728068,-3596.9392030526697,-12519.152540550764,8109.190536638005
1,2812.9059178741804,-9639.559459189357,6824.931597437608,4311.664441822518,-7144.588967695483,6230.909280098183
1,8486.15756337138,-3268.828640772636,2875.958736677941,9644.718412028504,2622.027885414547,-293.734096796719
1,8504.284931690385,4982.270193217088,-2786.752369488611,8604.46093240374,5707.480586422199,-3130.9788667088574
1,3580.059346287024,10846.522504220253,-7177.298334141366,3819.7515117219555,11057.17529775846,-7111.244576498865
1,-2538.695166092682,13905.29351869752,-9729.53386525242,-2225.777345380027,14195.74238009385,-9673.202445177267
1,-8407.14617604223,15151.92713561724,-11018.74448169376,-8133.02500880105,15459.239414012602,-11039.80184869746
1,-13668.70472350907,15247.98095397696,-11472.85108528352,-13268.60874064508,15782.470041808429,-11617.692238579271
1,-18254.06039065279,14572.45262518076,-11346.9641374068,-17887.738731505604,15093.656360393697,-11418.297634154957
1,-22168.66013986895,13354.37982792463,-10798.7492967851,-21803.799513667986,13776.328692521993,-11033.282335003425
1,-25435.3190086042,11742.61460081361,-9932.102102690034,-24804.431232436975,12023.87827897929,-10235.816182221402
1,-28077.31508403127,9840.744813367925,-8819.878139989907,-27723.38913503658,10208.293261181801,-9179.141825826842
1,-30113.23051081309,7725.593114025369,-7516.214031653945,-29808.253006815747,8217.52779578464,-7952.33927157357
1,-31555.44220676777,5457.778202988296,-6063.668009109335,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32409.715462201788,3088.271435898445,-4497.692703315194,-31770.91429452103,3835.5102074080437,-4962.519841507487
1,-32675.01877519908,662.9089612436496,-2849.721134428564,-32442.10245266869,1120.7606596347898,-3407.2416976234276
1,-32343.2233420837,-1774.052192278257,-1149.588628254377,-30860.775671896827,-2765.076940826258,-1583.5658703181305
1,-31398.532678029867,-4176.6061738217295,572.2205087987087,-31202.738235755558,-3806.0919968506428,138.99499023887185
1,-29816.54817143333,-6493.243118658862,2282.057697041802,-29637.710204008385,-6390.33803763577,1762.7499677375008
1,-27562.91481262099,-8661.935486178789,3939.758049488699,-26895.4318135975,-8641.197285828706,3513.4548472001006
1,-24591.59902053852,-10602.50637608615,5493.511342050189,-22994.209883628344,-11079.696676582995,4911.465773708651
1,-20843.286030343403,-12203.75009979666,6871.108275490985,-16439.592290879886,-13200.42488008643,8035.936029688485
1,-16246.060538005491,-13299.696731610791,7963.537915442508,-15428.838764709006,-13313.641838395364,7618.5024962780435
1,-10727.280629771429,-13622.134901492913,8591.398050951962,-10646.798405616122,-13506.697417701667,8067.8510918562315
1,-4275.461986080089,-12699.56476590972,8430.689645045439,-3590.425404285951,-12518.56911440826,8103.65861611418
1,2763.630036296202,-9660.550929579444,6855.386853735317,4311.664441822518,-7144.588967695483,6230.909280098183
1,8451.44777057384,-3312.7648807731102,2900.624547872732,9677.878183354105,2795.758885532727,-383.10937082491705
1,8485.679047034155,4942.018931883463,-2783.367049527743,8620.395125084175,5728.298747022742,-3127.70463929169
1,3543.8511049741246,10810.3161858696,-7185.772933926636,3820.1894650439194,11057.489552434898,-7111.100050487592
1,-2593.751418393485,13861.458108092858,-9733.610360766412,-2211.740422837125,14205.318563717949,-9671.28175193503
1,-8473.120252681756,15097.756501284852,-11011.93708197348,-8119.512311389158,15469.319062444883,-11040.385728550864
1,-13739.15364788541,15184.60365728134,-11453.478650125711,-13241.646311771918,15803.626460036903,-11621.793864409381
1,-18324.594618581083,14502.053655775142,-11315.225178915578,-17868.250468997423,15086.645119597131,-11428.666825869626
1,-22236.366783790763,13279.31059864868,-10755.60904761871,-21850.00688567811,13756.369387246092,-10974.667869084196
1,-25498.29228739168,11665.12143774761,-9878.855718415669,-24830.73706800132,12063.451347642122,-10279.278869902468
1,-28134.356032308453,9762.893639709117,-8757.967325714531,-27687.896811678118,10179.468776911133,-9221.930885518796
1,-30163.660627431767,7649.257968818863,-7447.147153022535,-29808.253006815747,8217.52779578464,-7952.33927157357
1,-31598.98940861877,5384.647353812833,-5988.984969106231,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32446.44525222064,3019.856058165034,-4418.951190244414,-31634.808170933,3911.8945253137877,-5039.510496387796
1,-32705.2964679846,600.5466661951754,-2768.492681090832,-32214.365609906614,1196.2984543252992,-3398.335177718024
1,-32367.69900421116,-1829.2026079641369,-1067.4592180821671,-30804.097763494334,-2805.2092923276664,-1516.80536192626
1,-31418.144899114937,-4223.583220278553,653.6488548655237,-31191.908526135692,-3836.1168081318388,149.63566439819226
1,-29832.54537905372,-6531.321093284403,2361.167607671341,-29632.20162202667,-6374.361096240678,1736.2936516486193
1,-27576.89398005123,-8690.695788984829,4014.925075730232,-26892.532166304165,-8636.586769170657,3501.3719163097703
1,-24605.562296196367,-10621.96286436363,5563.127639143048,-22974.130942076798,-11036.352473774787,4887.089826767962
1,-20859.70462363326,-12214.57862246428,6933.64461099905,-16252.876072479556,-13287.410926858589,8039.396977070814
1,-16267.91037955778,-13303.660131764507,8017.686404242206,-15416.367408040205,-13312.365004212646,7589.476617799239
1,-10757.86718129049,-13622.912770780258,8636.410611543808,-10624.528290527905,-13507.303385254687,8036.121591567046
1,-4317.276633334669,-12704.33025913512,8467.138674542808,-3585.5568573207233,-12518.151613214319,8099.524313233796
1,2714.154401690102,-9681.716524720208,6886.24461090422,4440.639914577332,-6920.9183585039455,6153.579245837196
1,8416.481997537017,-3357.223071388653,2925.987377898595,9682.73032374217,2800.9296989451714,-375.5493525499553
1,8467.485832797189,4901.069641160674,-2779.262284932143,8624.5706078428,5733.562779783076,-3126.7625672104286
1,3508.215983042779,10773.65515209734,-7193.740908472116,3820.1894650439194,11057.489552434898,-7111.100050487592
1,-2648.307837130972,13817.27525639927,-9737.211611698753,-2201.283862532653,14212.366753148883,-9669.799071571244
1,-8538.658154547691,15043.27469596125,-11004.616727338793,-8097.284287941706,15485.723789855558,-11041.187088032022
1,-13809.2055308977,15120.926166226,-11433.54312462781,-13227.266985014787,15814.803838563299,-11623.86829624483
1,-18394.754319993182,14431.35496570554,-11282.87694027688,-17862.28615051369,15092.266323188462,-11430.93039145881
1,-22303.71092129973,13203.93693814442,-10711.82161510727,-21858.189952108096,13770.1330737208,-10981.225913652192
1,-25560.90843564458,11587.316205595833,-9824.933271602791,-24834.692139520314,12069.076247122815,-10285.563736228782
1,-28191.04078491558,9684.721125182155,-8695.360311617289,-27574.63999281238,10063.186876879066,-9320.146465685732
1,-30213.732554485483,7572.591301859095,-7377.37201605318,-29819.4117683473,8200.321539844152,-7943.799255568837
1,-31642.17438084291,5311.174605048169,-5913.58908772456,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32482.807419709738,2951.088704890767,-4339.499066079204,-31592.92713053047,3955.584077468932,-5007.38877224371
1,-32735.20023899664,537.8233150621961,-2686.562175431362,-32089.43176725705,1307.9251172515505,-3378.1861079126857
1,-32391.793935684283,-1884.72145770878,-984.6421737416694,-30805.53105421301,-2806.558730118626,-1514.0580880669063
1,-31437.3694365781,-4270.933506082125,735.744970568232,-31014.657893923115,-4017.162439448509,209.31444759798617
1,-29848.14824157875,-6569.773347618369,2440.920301982253,-29628.83733231809,-6368.1154310870215,1723.6519482668666
1,-27590.47307630413,-8719.82595282371,4090.70500767844,-26889.993260540483,-8632.502373922469,3490.6873070929432
1,-24619.121395906768,-10641.77736869845,5633.322566108314,-22970.47193783987,-11031.71450449771,4871.253955679635
1,-20875.71977279615,-12225.74128797192,6996.720168710488,-16271.07622474737,-13150.909390945244,7934.3995950856615
1,-16289.36612016867,-13307.91714048249,8072.330071401878,-15406.557959207132,-13311.357073056786,7566.664909044315
1,-10788.08977918596,-13623.91835708475,8681.868757782331,-10617.889083963486,-13507.523678366886,8026.726129505815
1,-4358.814398716118,-12709.227477387309,8503.980192894107,-3585.1539454252566,-12518.120166183646,8099.182227579178
1,2664.727695032921,-9702.941468187508,6917.470104891237,4440.639914577332,-6920.9183585039455,6153.579245837196
1,8381.337431780206,-3402.03343491202,2951.906326970335,9678.131162428741,2832.336418959373,-361.79132286597195
1,8449.689328364497,4859.567633521797,-2774.518795859206,8626.58854570545,5735.96513835968,-3126.2451639159262
1,3473.168483664405,10736.69707633503,-7201.225894578009,3860.77012091261,11086.233458431663,-7097.55914647673
1,-2702.301874590196,13772.93444319158,-9740.347202398829,-2185.744205757212,14222.678733660283,-9667.507177055448
1,-8603.653513720308,14988.71612626008,-10996.806181818609,-8073.476092469333,15503.15666283563,-11041.917888959379
1,-13878.72446951434,15057.23473356775,-11413.09651783637,-13186.005567928183,15847.089122371333,-11630.177737991475
1,-18464.38991620547,14360.69558393945,-11250.0090342429,-17845.007289038127,15108.433596197006,-11437.383004662903
1,-22370.54356890351,13128.648138956,-10667.51801261736,-21853.89971102869,13774.645207623053,-10983.610269413786
1,-25623.03175277305,11509.633751808393,-9770.508035387513,-24839.61353426367,12102.118272385753,-10242.068915423935
1,-28247.25755768041,9606.702138978018,-8632.271881475674,-27574.63999281238,10063.186876879066,-9320.146465685732
1,-30263.36801628084,7496.101267390512,-7307.142602322162,-29819.91578178514,8199.758028171716,-7943.084930543803
1,-31684.96055366073,5237.89437258135,-5837.7704256348925,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32518.81439750612,2882.5223010779227,-4259.658359918039,-31583.031739619695,3951.22658474242,-5013.377864008455
1,-32764.797967587,475.301964970783,-2604.2786395343383,-32039.99267472596,1323.286850966422,-3352.3885908168527
1,-32415.63708062977,-1940.0445401132056,-901.5077004495736,-30819.807628088012,-2782.503457459047,-1570.6493872132996
1,-31456.40108204021,-4318.101708593245,818.124414701926,-30878.98464708154,-4054.034485302174,121.90155709154837
1,-29863.621222191767,-6608.064631336055,2520.925326931109,-29625.608889047013,-6362.277363479632,1711.8331983311828
1,-27603.989358434723,-8748.822650462555,4166.710583714215,-26803.883078639727,-8667.858918046279,3484.496591399341
1,-24632.68746267447,-10661.49326876605,5703.724055636279,-22955.4765697981,-11041.910867216133,4868.512098973451
1,-20891.81571773696,-12236.84533211269,7059.992717803641,-16263.18797115894,-13145.393792569474,7921.180617039864
1,-16310.97942517462,-13312.16038144838,8127.175880302209,-15401.116979991868,-13310.934305349847,7554.337876275936
1,-10818.55398907167,-13624.956899431942,8727.554682801874,-10611.822772762931,-13507.78754793885,8018.242572291122
1,-4400.702030987784,-12714.21037090535,8541.108753584906,-3481.5606313692365,-12454.556091079869,8017.292332488997
1,2614.78637693957,-9724.380620136,6949.124312791561,4440.639914577332,-6920.9183585039455,6153.579245837196
1,8345.755849245694,-3447.538124186336,2978.598133931077,9706.717193919869,3128.5528301782415,-521.0653042705875
1,8432.325786619142,4817.248781065102,-2769.000353336988,8629.83791463148,5739.909344209542,-3125.4443178783295
1,3438.7386574762104,10699.2644668232,-7208.162798333356,3875.9512208844744,11096.743316632193,-7092.398949880707
1,-2755.754044593681,13728.272044743992,-9742.965889920124,-2180.741450407038,14225.96637955297,-9666.748960424882
1,-8668.16605969581,14933.9007694873,-10988.44826601755,-8060.398960794477,15512.650309872424,-11042.253033347937
1,-13947.792799963272,14993.32226662675,-11392.068703763,-12856.539157218045,16083.190469042323,-11659.924508285982
1,-18533.59231255951,14289.8393988862,-11216.53677547116,-17836.66088545087,15116.162594750056,-11440.392943047797
1,-22436.95379460609,13053.180596112748,-10622.59959295136,-21846.692981918128,13782.17244739612,-10987.561581695587
1,-25684.74106570666,11431.78653543238,-9715.469305336635,-24838.736838162244,12118.117492627302,-10217.830230230617
1,-28303.06931748524,9528.528613021486,-8568.581127353544,-27613.324361779192,10180.45675641921,-9299.476086256404
1,-30312.60897089275,7419.464089993573,-7236.330560146491,-29806.52753331373,8179.912381813429,-7956.80144006208
1,-31727.36542030194,5164.4713104232505,-5761.395499299403,-30964.41016756645,6435.655471358847,-6809.976710871358
1,-32554.45634287437,2813.814787426114,-4179.293209297625,-31546.651025028736,3929.101171493329,-5036.671380323047
1,-32794.05040528885,412.6387594060511,-2521.506565518715,-31993.17995756019,1351.149933734917,-3350.696678667396
1,-32439.1584242355,-1995.512562619584,-817.9233049861716,-30780.692160604285,-2810.0717437956177,-1575.2574242364194
1,-31475.138453556465,-4365.419741217991,900.9136512758142,-30937.429059889266,-3876.661944365013,-13.915134921416573
1,-29878.8318182865,-6646.511991998231,2601.299988972166,-29622.418788197778,-6356.412864795561,1699.9636720703513
1,-27617.27960840976,-8777.983001973938,4243.047841181749,-26687.31424538492,-8716.612290146506,3474.258153146666
1,-24646.06955609238,-10681.379879066271,5774.423078092161,-22866.451663887023,-11103.081141698283,4826.180237180597
1,-20907.77547120879,-12248.12599213142,7123.536229592185,-16334.07422757636,-12597.127233036957,7642.873091897211
1,-16332.51487142137,-13316.58142711924,8182.277156131129,-15396.546109487937,-13310.642607164287,7544.121585160849
1,-10849.01571418509,-13626.16779110646,8773.49970780601,-10610.012362659014,-13507.85864784671,8015.689833940642
1,-4442.699304137142,-12719.35623448691,8578.534420751743,-3451.7652732362053,-12452.379720808096,7992.210153187624
1,2564.54839069973,-9746.02788288784,6981.19659601283,4440.639914577332,-6920.9183585039455,6153.579245837196
1,8309.842343253029,-3493.6176984633307,3006.033801907494,9731.764526544184,3139.9650971753344,-515.9776194842829
1,8415.339299135934,4774.207183046353,-2762.699311614213,8631.177225326319,5741.298028737335,-3125.010093276148
1,3404.8248995268896,10661.37844535313,-7214.54550099982,3890.2918861681565,11106.59962208479,-7087.494975837238
1,-2808.793045659162,13683.24769520873,-9745.064613072516,-2190.173383027455,14219.53040456674,-9686.280714141221
1,-8732.340471554986,14878.73352792734,-10979.533750370609,-8046.465309090203,15522.640485185124,-11042.500090283851
1,-14016.5625508573,14929.04407335393,-11370.43824649717,-12819.331223729278,16110.65253903855,-11664.181763976745
1,-18602.51323342425,14218.59697783826,-11182.42294546577,-17805.408216653625,15144.970505559897,-11451.49596557204
1,-22503.086482890107,12977.30525197315,-10577.01153565484,-21832.91265374959,13796.47308429827,-10994.985910666841
1,-25746.16912065125,11353.51099339424,-9659.743871710703,-24838.736838162244,12118.117492627302,-10217.830230230617
1,-28358.59182397667,9449.908240635405,-8504.196780621132,-27613.324361779192,10180.45675641921,-9299.476086256404
1,-30361.550704868,7342.363921375887,-7164.827066892428,-29819.46438834216,8197.167598373035,-7932.446862450535
1,-31769.460647258216,5090.571865321516,-5684.339257948646,-30969.657899011578,6430.598566494487,-6805.438546421938
1,-32589.778955499936,2744.620547337032,-4098.263872613433,-31598.58862131087,3851.972514887066,-4958.460757332489
1,-32822.97552819306,349.48184123759864,-2438.093473074518,-31982.432917904785,1339.7952107360375,-3352.2573497986555
1,-32462.3470834219,-2051.477501378868,-733.7261981619853,-30780.692160604285,-2810.0717437956177,-1575.2574242364194
1,-31493.541314065264,-4413.2335654097415,984.283069973636,-30888.109688650056,-3910.1348016504444,-14.606807557610443
1,-29893.71065527259,-6685.449100967102,2682.219175996057,-29622.418788197778,-6356.412864795561,1699.9636720703513
1,-27630.24678788305,-8807.621144100409,4319.892001146425,-26682.75958823961,-8709.672540984106,3455.9331907928877
1,-24659.14536006865,-10701.72482374128,5845.590729604246,-22793.43569630717,-11157.11197729744,4835.436874860071
1,-20923.45653255071,-12259.83666324081,7187.511880266303,-16331.714179938344,-12596.014939652448,7635.166312914987
1,-16353.815985248111,-13321.39245949177,8237.77870002792,-15258.347969795757,-13347.884063938816,7507.912099065184
1,-10879.31674010783,-13627.715085777629,8819.823346996569,-10602.686493807023,-13508.24976594158,8005.5810312535505
1,-4484.665802839071,-12724.77808631919,8616.340424902515,-3440.483573087215,-12451.600211863411,7982.767901728189
1,2514.100545747656,-9767.957333568187,7013.723858504886,4440.639914577332,-6920.9183585039455,6153.579245837196
1,8273.59809005366,-3540.3840517854887,3034.245435677278,9761.216031891076,3120.512620280563,-493.0978886234053
1,8398.891853773484,4730.265364664035,-2755.508915130459,8631.177225326319,5741.298028737335,-3125.010093276148
1,3371.782814374368,10622.98384178277,-7220.317137050783,3892.1783702929597,11107.774000286108,-7086.802884829978
1,-2860.985436263437,13637.94309251054,-9746.664654279257,-2156.386181217832,14241.066226301942,-9680.72448622231
1,-8795.719989962894,14823.412498372158,-10970.15388395266,-8219.91251623479,15609.112237409996,-11086.253629430425
1,-14084.58240636458,14864.69688303414,-11348.35659354294,-12799.368638043972,16126.165674122596,-11667.101627011425
1,-18670.72543547415,14147.34854705426,-11147.870368277949,-17797.230497669218,15176.53103698932,-11462.77508899331
1,-22568.55136319404,12901.472312911492,-10530.99998609077,-21830.58778463093,13823.831448240979,-11009.927187926422
1,-25806.97203723416,11275.314888264453,-9603.61372104874,-24830.638103081892,12127.47359337013,-10223.768541343168
1,-28413.53462871718,9371.394574902812,-8439.429531020472,-27585.20744621411,10221.065959727051,-9293.688209713588
1,-30409.961279093488,7265.389060911096,-7092.964787210993,-29821.73012433602,8194.574138901207,-7929.113771697503
1,-31811.07651955149,5016.808264897545,-5606.94971722114,-31108.958678511673,6136.284866851598,-6633.324939427
1,-32624.67720920697,2675.565159725896,-4016.927217882424,-31636.29335546085,3807.059740867361,-4907.448101198585
1,-32851.53434259715,286.4596295565669,-2354.3986006898417,-31982.432917904785,1339.7952107360375,-3352.2573497986555
1,-32485.23035063062,-2107.318701212419,-649.2714227293783,-30757.08175965365,-2900.740185753602,-1551.3717184722732
